"135,000", Dubai, Downtown Dubai,The Lofts East,1 Bed,2 Baths,744 sqft,Apartment,For Rent,Bayut - MR-1393,Furnished,"February 6, 2023","January 31, 2023",,,,,,,https://www.bayut.com/property/details-6811934.html,Yearly
"430,000", Abu Dhabi, Saadiyat Island,"Turquoise,  Mamsha Al Saadiyat",2 Beds,4 Baths,"2,799 sqft",Apartment,For Rent,Bayut - AP61836,Furnished,"February 13, 2023","February 8, 2023",,,,,,,https://www.bayut.com/property/details-6841099.html,Yearly
"90,000", Dubai, DAMAC Hills 2 (Akoya by DAMAC),,3 Beds,4 Baths,"1,800 sqft",Villa,For Rent,Bayut - L-200854,Furnished,"February 14, 2023","February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857770.html,Yearly
"67,000", Dubai, Meydan City,"Azizi Riviera 10,  Azizi Riviera",1 Bed,1 Bath,986 sqft,Apartment,For Rent,Bayut - MCC-R-9497,Unfurnished,"January 31, 2023","January 20, 2023",,,,,,,https://www.bayut.com/property/details-6777071.html,Yearly
"310,000", Dubai, Dubai Hills Estate,Maple At Dubai Hills Estate 1,5 Beds,4 Baths,"2,700 sqft",Villa,For Rent,Bayut - WIL-R-1401,Unfurnished,"February 14, 2023","February 11, 2023",,,,,,,https://www.bayut.com/property/details-6854805.html,Yearly
"3,500", Dubai, Downtown Dubai,,3 Beds,4 Baths,"1,833 sqft",Apartment,For Rent,Bayut - 2864-Ap-R-0650,Furnished,"February 6, 2023","November 3, 2022",,,,,,,https://www.bayut.com/property/details-5893399.html,Daily
"200,000", Dubai, Dubai Marina,,2 Beds,3 Baths,"1,525 sqft",Apartment,For Rent,Bayut - DUB230217_L,,"February 14, 2023","February 9, 2023",,,,,,,https://www.bayut.com/property/details-6848388.html,Yearly
"125,000", Dubai, Palm Jumeirah,,1 Bed,1 Bath,821 sqft,Apartment,For Rent,Bayut - L-205507,,"February 14, 2023","February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857842.html,Yearly
"75,000", Dubai, Dubai Creek Harbour,Creek Gate Tower 1,1 Bed,1 Bath,721 sqft,Apartment,For Rent,Bayut - L-205698,,"February 14, 2023","February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857834.html,Yearly
"230,000", Dubai, Dubai Sports City,Estella Village,4 Beds,3 Baths,"2,687 sqft",Townhouse,For Rent,Bayut - PJM192523,,"February 14, 2023","August 13, 2022",,,,,,,https://www.bayut.com/property/details-6239224.html,Yearly
"280,000", Dubai, Jumeirah Beach Residence (JBR),Al Fattan Marine Tower,3 Beds,4 Baths,"2,228 sqft",Apartment,For Rent,Bayut - DUB194644_L,,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6852074.html,Yearly
"50,000", Dubai, Jumeirah Village Circle (JVC),Luma21,Studio,1 Bath,447 sqft,Apartment,For Rent,Bayut - JVC-RM-LUMA21-STD,,"February 13, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6851955.html,Yearly
"210,000", Dubai, Dubai Marina,,3 Beds,2 Baths,"2,018 sqft",Apartment,For Rent,Bayut - L-205406,Furnished,"February 14, 2023","February 11, 2023",,,,,,,https://www.bayut.com/property/details-6852804.html,Yearly
"60,000", Dubai, Jumeirah Village Circle (JVC),Al Yousuf Towers,1 Bed,2 Baths,"1,000 sqft",Apartment,For Rent,Bayut - 3253-Ap-R-1049,Unfurnished,"January 30, 2023","August 8, 2022",,,,,,,https://www.bayut.com/property/details-6215984.html,Yearly
"45,000", Dubai, Dubai Sports City,Elite Sports Residence 2,1 Bed,1 Bath,855 sqft,Apartment,For Rent,Bayut - SUP162986,,"February 15, 2023","February 14, 2023",,,,,,,https://www.bayut.com/property/details-6861475.html,Yearly
"82,000", Dubai, Jumeirah Village Circle (JVC),Belgravia Heights 1,1 Bed,1 Bath,763 sqft,Apartment,For Rent,Bayut - JVC-SR-BELGRAVIAHEIGHTS1-1BR,,"February 13, 2023","February 9, 2023",,,,,,,https://www.bayut.com/property/details-6845107.html,Yearly
"1,250,000", Dubai, Palm Jumeirah,Balqis Residence,4 Beds,7 Baths,"9,858 sqft",Apartment,For Rent,Bayut - L-198224,Furnished,"February 15, 2023","February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857858.html,Yearly
"80,000", Dubai, Dubai Hills Estate,Park Heights 1,1 Bed,1 Bath,657 sqft,Apartment,For Rent,Bayut - AQ-R-23-00095,,"February 15, 2023","February 7, 2023",,,,,,,https://www.bayut.com/property/details-6839047.html,Yearly
"95,000", Ajman,Al Yasmeen,,5 Beds,7 Baths,"8,070 sqft",Villa,For Rent,Bayut - 9421-nisjKf,Unfurnished,"February 14, 2023","February 12, 2023",,,,,,,https://www.bayut.com/property/details-6855394.html,Yearly
"60,000", Dubai, Jumeirah Village Circle (JVC),Belgravia Heights 1,Studio,1 Bath,510 sqft,Apartment,For Rent,Bayut - JVC-SR-BELGRAVIAHGTS1-STD,,"February 13, 2023","February 9, 2023",,,,,,,https://www.bayut.com/property/details-6847323.html,Yearly
"440,000", Dubai, Jumeirah Beach Residence (JBR),Jumeirah Gate Tower 1,2 Beds,2 Baths,"1,167 sqft",Apartment,For Rent,Bayut - BST226628_L,,"January 19, 2023","August 11, 2022",,,,,,,https://www.bayut.com/property/details-6232256.html,Yearly
"300,000", Dubai, Green Community,Bungalows Area,4 Beds,5 Baths,"4,347 sqft",Villa,For Rent,Bayut - DUB131207,,"February 14, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6849231.html,Yearly
"195,000", Dubai, Dubai Marina,Al Yass Tower,2 Beds,2 Baths,"2,592 sqft",Apartment,For Rent,Bayut - 5021-Ap-R-0012,Unfurnished,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6851903.html,Yearly
"120,000", Dubai, Business Bay,,2 Beds,2 Baths,"1,147 sqft",Apartment,For Rent,Bayut - LUL-R-1903,Furnished,"February 9, 2023","February 6, 2023",,,,,,,https://www.bayut.com/property/details-6834561.html,Yearly
"140,000", Dubai, Jumeirah Village Circle (JVC),Mirabella 4,3 Beds,5 Baths,"1,455 sqft",Villa,For Rent,Bayut - JVC-IN-MIRAB-3BR,Furnished,"February 9, 2023","February 6, 2023",,,,,,,https://www.bayut.com/property/details-6830459.html,Yearly
"220,000", Abu Dhabi, Al Salam Street,,3 Beds,4 Baths,"2,170 sqft",Townhouse,For Rent,Bayut - MCR-1163,Unfurnished,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6850330.html,Yearly
"33,000", Dubai, Jumeirah Beach Residence (JBR),Rimal 6,3 Beds,3 Baths,"1,813 sqft",Apartment,For Rent,Bayut - 1048-Ap-R-0286,Furnished,"February 13, 2023","August 19, 2022",,,,,,,https://www.bayut.com/property/details-6070332.html,Monthly
"200,000", Dubai, Dubai Hills Estate,Executive Residences 1,2 Beds,3 Baths,"1,278 sqft",Apartment,For Rent,Bayut - axc-3825376,Furnished,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6848983.html,Yearly
"14,000", Dubai, Dubai Creek Harbour,Creek Gate Tower 1,2 Beds,2 Baths,"1,115 sqft",Apartment,For Rent,Bayut - MCC-R-6796,Furnished,"January 27, 2023","December 27, 2022",,,,,,,https://www.bayut.com/property/details-6420394.html,Monthly
"2,450", Dubai, DAMAC Hills,Carson Tower B,Studio,1 Bath,406 sqft,Apartment,For Rent,Bayut - 3905-Ap-R-0033,Furnished,"January 23, 2023","December 20, 2022",,,,,,,https://www.bayut.com/property/details-6668558.html,Weekly
"120,000", Dubai, Business Bay,Tower A,1 Bed,2 Baths,"1,055 sqft",Apartment,For Rent,Bayut - 3148-Ap-R-0420,Furnished,"February 14, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6849370.html,Yearly
"3,400", Dubai, Dubai Marina,Blakely Tower,1 Bed,1 Bath,709 sqft,Apartment,For Rent,Bayut - 3905-Ap-R-0043,Furnished,"January 30, 2023","January 24, 2023",,,,,,,https://www.bayut.com/property/details-6787548.html,Weekly
"170,000", Dubai, Dubai Marina,5242 Tower 1,2 Beds,2 Baths,"1,135 sqft",Apartment,For Rent,Bayut - AQ-R-23-00156,,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6851610.html,Yearly
"100,000", Dubai, Dubai South,"Expo Golf Villas 1,  Expo Golf Villas",3 Beds,4 Baths,"1,705 sqft",Townhouse,For Rent,Bayut - TREO-R-18861,Unfurnished,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6849337.html,Yearly
"1,550,000", Dubai, Mohammed Bin Rashid City,District One Villas,5 Beds,6 Baths,"9,094 sqft",Villa,For Rent,Bayut - MP-R-5896,Unfurnished,"January 30, 2023","August 9, 2022",,,,,,,https://www.bayut.com/property/details-6220167.html,Yearly
"13,000", Dubai, Business Bay,,Studio,1 Bath,691 sqft,Apartment,For Rent,Bayut - DP-R-39196,Furnished,"February 15, 2023","January 18, 2023",,,,,,,https://www.bayut.com/property/details-4711798.html,Monthly
"135,000", Dubai, Jumeirah Village Circle (JVC),Belgravia Heights 1,2 Beds,2 Baths,"1,097 sqft",Apartment,For Rent,Bayut - ATO230863_L,,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6850551.html,Yearly
"90,000", Dubai, Jumeirah Village Circle (JVC),Belgravia Heights 1,1 Bed,1 Bath,832 sqft,Apartment,For Rent,Bayut - JVC-SR-BELGRAVIAHGTS1-1BR,,"February 13, 2023","February 9, 2023",,,,,,,https://www.bayut.com/property/details-6847098.html,Yearly
"55,000", Dubai, Jumeirah Village Circle (JVC),Luma21,Studio,1 Bath,421 sqft,Apartment,For Rent,Bayut - JVC-MJ-LUMA21-STD,Furnished,"February 9, 2023","February 8, 2023",,,,,,,https://www.bayut.com/property/details-6842716.html,Yearly
"165,000", Dubai, Dubai Marina,,2 Beds,3 Baths,"1,759 sqft",Apartment,For Rent,Bayut - ams-3842808,Unfurnished,"February 15, 2023","February 13, 2023",,,,,,,https://www.bayut.com/property/details-6858900.html,Yearly
"125,000", Dubai, Palm Jumeirah,,1 Bed,2 Baths,821 sqft,Apartment,For Rent,Bayut - axc-3822280,Unfurnished,"February 13, 2023","February 8, 2023",,,,,,,https://www.bayut.com/property/details-6844368.html,Yearly
"65,000", Dubai, Jumeirah Village Circle (JVC),DAMAC Ghalia,1 Bed,2 Baths,738 sqft,Apartment,For Rent,Bayut - B-AR-82992,,"February 14, 2023","February 9, 2023",,,,,,,https://www.bayut.com/property/details-6848373.html,Yearly
"55,000", Dubai, Jumeirah Village Circle (JVC),Luma21,Studio,1 Bath,421 sqft,Apartment,For Rent,Bayut - JVC-HR-LUMA21-STD,,"February 9, 2023","February 8, 2023",,,,,,,https://www.bayut.com/property/details-6844358.html,Yearly
"95,000", Dubai, Business Bay,,1 Bed,2 Baths,616 sqft,Apartment,For Rent,Bayut - axc-3780463,Furnished,"February 14, 2023","February 7, 2023",,,,,,,https://www.bayut.com/property/details-6836397.html,Yearly
"200,000", Dubai, Dubai Creek Harbour,Creek Horizon Tower 2,3 Beds,5 Baths,"1,905 sqft",Apartment,For Rent,Bayut - 177-Ap-R-1930,Unfurnished,"February 14, 2023","January 31, 2023",,,,,,,https://www.bayut.com/property/details-6812157.html,Yearly
"16,000", Dubai, Downtown Dubai,,1 Bed,2 Baths,"1,743 sqft",Apartment,For Rent,Bayut - MCC-R-8832,Furnished,"January 24, 2023","January 10, 2023",,,,,,,https://www.bayut.com/property/details-6739492.html,Monthly
"320,000", Dubai, Dubai Creek Harbour,Harbour Views 2,3 Beds,4 Baths,"2,084 sqft",Penthouse,For Rent,Bayut - L-204511,,"February 15, 2023","February 11, 2023",,,,,,,https://www.bayut.com/property/details-6852809.html,Yearly
"165,000", Dubai, Dubai Marina,,2 Beds,3 Baths,"1,898 sqft",Apartment,For Rent,Bayut - ams-3842932,Unfurnished,"February 15, 2023","February 13, 2023",,,,,,,https://www.bayut.com/property/details-6859005.html,Yearly
"150,000", Dubai, Dubai Marina,5242 Tower 2,1 Bed,1 Bath,695 sqft,Apartment,For Rent,Bayut - 5021-Ap-R-0011,Furnished,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6851863.html,Yearly
"95,999", Dubai, Jumeirah Village Circle (JVC),Pantheon Elysee,2 Beds,3 Baths,"1,043 sqft",Apartment,For Rent,Bayut - JVC-ASH-PANTHEONELYSEE-2BR,Furnished,"February 10, 2023","February 9, 2023",,,,,,,https://www.bayut.com/property/details-6847516.html,Yearly
"310,000", Dubai, Jumeirah Park,,3 Beds,4 Baths,"5,646 sqft",Villa,For Rent,Bayut - phoenixhomes-3823623,Unfurnished,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6850207.html,Yearly
"330,000", Dubai, Jumeirah Park,,3 Beds,4 Baths,"5,646 sqft",Villa,For Rent,Bayut - SUP143247,,"February 2, 2023","January 29, 2023",,,,,,,https://www.bayut.com/property/details-6804208.html,Yearly
"180,000", Dubai, Serena,,3 Beds,3 Baths,"3,562 sqft",Villa,For Rent,Bayut - axc-3829333,Unfurnished,"February 13, 2023","February 8, 2023",,,,,,,https://www.bayut.com/property/details-6844370.html,Yearly
"340,000", Dubai, Palm Jumeirah,Th8,2 Beds,4 Baths,"1,319 sqft",Apartment,For Rent,Bayut - axc-3592565,Furnished,"February 14, 2023","February 7, 2023",,,,,,,https://www.bayut.com/property/details-6836383.html,Yearly
"75,000", Dubai, Jumeirah Village Circle (JVC),Luma21,1 Bed,2 Baths,696 sqft,Apartment,For Rent,Bayut - JVC-AO-LUMA21-1BR,,"February 14, 2023","February 6, 2023",,,,,,,https://www.bayut.com/property/details-6832373.html,Yearly
"150,000", Dubai, Jumeirah Village Circle (JVC),Luma21,3 Beds,4 Baths,"1,183 sqft",Apartment,For Rent,Bayut - JVC-AO-LUMA21-3BR,,"February 8, 2023","February 6, 2023",,,,,,,https://www.bayut.com/property/details-6832241.html,Yearly
"47,000", Dubai, Jumeirah Village Circle (JVC),Luma21,Studio,1 Bath,447 sqft,Apartment,For Rent,Bayut - JVC-AHN-LUMA21-STD,,"February 14, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6851817.html,Yearly
"400,000", Dubai, Arabian Ranches,,5 Beds,6 Baths,"4,947 sqft",Villa,For Rent,Bayut - ATO230250_L,,"February 13, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6850556.html,Yearly
"8,999", Dubai, Dubai Marina,Marina Diamond 3,Studio,1 Bath,429 sqft,Apartment,For Rent,Bayut - 3905-Ap-R-0029,Furnished,"January 19, 2023","December 7, 2022",,,,,,,https://www.bayut.com/property/details-6619807.html,Monthly
"65,000", Dubai, Jumeirah Village Circle (JVC),"Summer 2 Block A,  Summer,  Seasons Community",2 Beds,3 Baths,"1,242 sqft",Apartment,For Rent,Bayut - 3253-Ap-R-2435,Unfurnished,"January 18, 2023","January 14, 2023",,,,,,,https://www.bayut.com/property/details-6755318.html,Yearly
"25,000", Dubai, Palm Jumeirah,,2 Beds,3 Baths,"1,766 sqft",Apartment,For Rent,Bayut - MCC-R-7923,Furnished,"January 24, 2023","December 2, 2022",,,,,,,https://www.bayut.com/property/details-6605865.html,Monthly
"130,000", Abu Dhabi, Al Raha Beach,Al Raha Lofts 1,3 Beds,4 Baths,"1,660 sqft",Apartment,For Rent,Bayut - 3392-Ap-R-0850,Unfurnished,"February 14, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6852444.html,Yearly
"400,000", Dubai, Jumeirah Park,,4 Beds,5 Baths,"7,959 sqft",Villa,For Rent,Bayut - L-205508,,"February 14, 2023","February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857795.html,Yearly
"1,200,000", Dubai, Jumeirah,"Sur La Mer,  Port De La Mer",4 Beds,7 Baths,"5,015 sqft",Villa,For Rent,Bayut - L-205047,Unfurnished,"February 15, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6850950.html,Yearly
"150,000", Dubai, Downtown Dubai,,1 Bed,2 Baths,"1,087 sqft",Apartment,For Rent,Bayut - DLAND-OP-MADARES-1BR,Furnished,"February 8, 2023","February 7, 2023",,,,,,,https://www.bayut.com/property/details-6836096.html,Yearly
"19,000", Dubai, Downtown Dubai,,2 Beds,2 Baths,"1,434 sqft",Apartment,For Rent,Bayut - MCC-R-8831,Furnished,"January 26, 2023","January 10, 2023",,,,,,,https://www.bayut.com/property/details-6739493.html,Monthly
"78,000", Dubai, Arjan,,2 Beds,2 Baths,985 sqft,Apartment,For Rent,Bayut - 3253-Ap-R-2682,,"February 13, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6850914.html,Yearly
"58,000", Dubai, Jumeirah Village Circle (JVC),Luma21,Studio,1 Bath,421 sqft,Apartment,For Rent,Bayut - JVC-MJ-LUMA21-STDD,,"February 9, 2023","February 8, 2023",,,,,,,https://www.bayut.com/property/details-6843168.html,Yearly
"29,000", Dubai, Jumeirah Beach Residence (JBR),Al Fattan Marine Tower,3 Beds,4 Baths,"2,172 sqft",Apartment,For Rent,Bayut - 4720-Ap-R-0006,Furnished,"January 23, 2023","December 9, 2022",,,,,,,https://www.bayut.com/property/details-6627227.html,Monthly
"95,000", Dubai, Dubai Marina,Marina Diamond 5,2 Beds,2 Baths,"1,083 sqft",Apartment,For Rent,Bayut - CB-R-03459,Furnished,"February 9, 2023","February 7, 2023",,,,,,,https://www.bayut.com/property/details-6837526.html,Yearly
"15,999", Dubai, Dubai Marina,,1 Bed,1 Bath,736 sqft,Apartment,For Rent,Bayut - IB-HHH007,Furnished,"February 8, 2023","January 31, 2023",,,,,,,https://www.bayut.com/property/details-6132577.html,Monthly
"108,000", Dubai, Jumeirah Village Circle (JVC),"Bloom Tower B,  Bloom Towers",1 Bed,1 Bath,627 sqft,Apartment,For Rent,Bayut - JVC-RAJ-BLOOMTOWERB-1BR,,"February 13, 2023","February 10, 2023",,,,,,,https://www.bayut.com/property/details-6851363.html,Yearly
