"6,031,000", Dubai, Business Bay,The Sterling West,4 Beds,5 Baths,"2,990 sqft",Townhouse,For Sale,Bayut - 646-Th-S-8993,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866643.html
"4,150,000", Abu Dhabi, Yas Island,,5 Beds,6 Baths,"3,200 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12970,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863589.html
"6,000,000", Dubai, Mohammed Bin Rashid City,MAG Eye,3 Beds,3 Baths,"4,000 sqft",Villa,For Sale,Bayut - 1136-Vl-S-24333,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6860864.html
"1,000,000", Dubai,Golf City,,2 Beds,2,"1,200 sqft",Apartment,For Sale,Bayut - 345678,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6864904.html
"1,600,000", Dubai, Jumeirah Village Circle (JVC),Catch Residences,2 Beds,3 Baths,"1,545 sqft",Apartment,For Sale,Bayut - 178-Ap-S-1659,,,"December 7, 2022",,,,,,,https://www.bayut.com/property/details-6619070.html
"2,100,000", Dubai, Al Furjan,,3 Beds,3 Baths,"2,800 sqft",Townhouse,For Sale,Bayut - PC-S-00104,Unfurnished,,"December 26, 2022",,,,,,,https://www.bayut.com/property/details-6688549.html
"1,250,000", Dubai, Ras Al Khor,"Sobha One,  Ras Al Khor Industrial 1",1 Bed,2 Baths,680 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12918,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862331.html
"2,100,000", Dubai, Downtown Dubai,,1 Bed,1 Bath,755 sqft,Apartment,For Sale,Bayut - axc-3675171,Unfurnished,,"December 29, 2022",,,,,,,https://www.bayut.com/property/details-6701643.html
"7,472,000", Dubai, Business Bay,,2 Beds,3 Baths,"2,090 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-13022,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863883.html
"3,733,000", Dubai, Business Bay,,3 Beds,4 Baths,"1,936 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-13010,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863731.html
"450,000", Abu Dhabi, Masdar City,,Studio,1 Bath,400 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12991,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863676.html
"699,000", Abu Dhabi, Masdar City,,1 Bed,2 Baths,789 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12938,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863726.html
"5,909,800", Dubai, Mohammed Bin Rashid City,Opal Gardens,4 Beds,6 Baths,"5,096 sqft",Villa,For Sale,Bayut - OPAL-4V-MG001,Unfurnished,,"November 23, 2022",,,,,,,https://www.bayut.com/property/details-6577699.html
"1,711,382", Ras Al Khaimah, Mina Al Arab,,2 Beds,4 Baths,"2,582 sqft",Townhouse,For Sale,Bayut - 1400-Th-S-13004,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863364.html
"10,300,000", Dubai, Downtown Dubai,,4 Beds,5 Baths,"3,066 sqft",Apartment,For Sale,Bayut - 646-Ap-S-8850,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866456.html
"700,000", Dubai, Jumeirah Village Circle (JVC),Neva Residences,1 Bed,1 Bath,800 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12943,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863594.html
"3,600,000", Abu Dhabi, Yas Island,,4 Beds,5 Baths,"2,336 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12919,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862422.html
"488,670", Dubai, Jumeirah Village Circle (JVC),Luma 22,Studio,1 Bath,425 sqft,Apartment,For Sale,Bayut - APIL-S-2264,,,"January 4, 2023",,,,,,,https://www.bayut.com/property/details-6720862.html
"1,700,000", Abu Dhabi, Yas Island,,2 Beds,4 Baths,"1,820 sqft",Townhouse,For Sale,Bayut - 1440-Th-S-0350,Unfurnished,,"January 6, 2023",,,,,,,https://www.bayut.com/property/details-6727369.html
"1,150,000", Dubai, Mohammed Bin Rashid City,Hartland Waves,1 Bed,1 Bath,519 sqft,Apartment,For Sale,Bayut - SCRE-S-1144,,,"November 16, 2022",,,,,,,https://www.bayut.com/property/details-6548509.html
"2,100,000", Sharjah, Sharjah Garden City,,3 Beds,4 Baths,"5,250 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12961,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862588.html
"1,530,000", Sharjah,Sharjah Sustainable City,,3 Beds,4 Baths,"2,100 sqft",Villa,For Sale,Bayut - 2235-Vl-S-0750,Furnished,,"February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857532.html
"889,000", Dubai, Arjan,,1 Bed,2 Baths,720 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12902,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862244.html
"2,100,000", Dubai, Damac Lagoons,,4 Beds,5 Baths,"2,250 sqft",Townhouse,For Sale,Bayut - 3284-Th-S-0171,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6869056.html
"1,499,000", Dubai, Arjan,,2 Beds,3 Baths,"1,415 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-13025,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6864692.html
"5,800,000", Sharjah, Barashi,Arim,6 Beds,7 Baths,"7,500 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12946,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862354.html
"2,500,000", Dubai, Damac Lagoons,,5 Beds,6 Baths,"3,300 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12951,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863561.html
"919,999", Dubai, Mohammed Bin Rashid City,Creek Vistas Reserve,1 Bed,1 Bath,559 sqft,Apartment,For Sale,Bayut - NWDXB-S-00362,Unfurnished,,"February 3, 2023",,,,,,,https://www.bayut.com/property/details-6825317.html
"900,000", Dubai, Jumeirah Village Circle (JVC),LOCI Residences,1 Bed,2 Baths,904 sqft,Apartment,For Sale,Bayut - 2494-Ap-S-2603,Unfurnished,,"February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857078.html
"800,000", Dubai, Jumeirah Village Circle (JVC),Neva Residences,1 Bed,2 Baths,800 sqft,Apartment,For Sale,Bayut - 456789,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863819.html
"565,000", Dubai, Arjan,,Studio,1 Bath,455 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12934,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862424.html
"6,000,000", Dubai, Mohammed Bin Rashid City,MAG Eye,3 Beds,3 Baths,"4,000 sqft",Villa,For Sale,Bayut - 1136-Vl-S-24283,,,"February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857519.html
"720,000", Dubai, Jumeirah Village Circle (JVC),Neva Residences,1 Bed,2 Baths,660 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12988,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863091.html
"7,500,000", Abu Dhabi,Al Jubail Island,,5 Beds,8 Baths,"5,500 sqft",Villa,For Sale,Bayut - 2578-Vl-S-0260,Unfurnished,,"January 26, 2023",,,,,,,https://www.bayut.com/property/details-6797190.html
"74,999,548", Dubai, Dubai Marina,,5 Beds,5 Baths,"15,270 sqft",Penthouse,For Sale,Bayut - MP-S-36842,,,"December 20, 2022",,,,,,,https://www.bayut.com/property/details-6671513.html
"649,000", Sharjah, Muwaileh,"RD 5,  Souks Residential",1 Bed,2 Baths,644 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12957,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862802.html
"615,000", Dubai, Jumeirah Village Circle (JVC),Binghatti Crescent,1 Bed,2 Baths,839 sqft,Apartment,For Sale,Bayut - 646-Ap-S-8782,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866447.html
"4,999,000", Sharjah, Barashi,,5 Beds,8 Baths,"5,150 sqft",Villa,For Sale,Bayut - o111,Unfurnished,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6869917.html
"2,400,000", Dubai, Mohammed Bin Rashid City,The Highbury,2 Beds,3 Baths,"1,660 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-12965,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863081.html
"440,000", Sharjah, Muwaileh,,Studio,1 Bath,333 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12952,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862999.html
"1,750,000", Dubai, Damac Lagoons,,4 Beds,5 Baths,"3,378 sqft",Townhouse,For Sale,Bayut - 3271-Th-S-0721,Unfurnished,,"November 8, 2022",,,,,,,https://www.bayut.com/property/details-6517210.html
"850,000", Dubai, DAMAC Hills,,1 Bed,1 Bath,626 sqft,Apartment,For Sale,Bayut - 1136-Ap-S-24373,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863257.html
"524,999", Dubai, Dubai Science Park,,Studio,1 Bath,480 sqft,Apartment,For Sale,Bayut - SH-K-OPLZSTD,Unfurnished,,"August 23, 2022",,,,,,,https://www.bayut.com/property/details-6265344.html
"1,642,000", Dubai, Arjan,,2 Beds,3 Baths,"1,387 sqft",Apartment,For Sale,Bayut - 646-Ap-S-8825,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866523.html
"3,440,000", Abu Dhabi, Zayed City (Khalifa City C),,4 Beds,6 Baths,"3,555 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12892,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862240.html
"1,439,888", Dubai, Jumeirah Village Circle (JVC),Catch Residences,2 Beds,4 Baths,"1,649 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-12977,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863730.html
"580,000", Dubai, Al Warsan,Equiti Apartments,1 Bed,2 Baths,720 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-13037,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6864687.html
"890,000", Sharjah, Sharjah Waterfront City,,2 Beds,3 Baths,"1,600 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-12958,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862803.html
"1,850,000", Abu Dhabi, Yas Island,,3 Beds,4 Baths,"1,550 sqft",Townhouse,For Sale,Bayut - 4560-Th-S-0538,Unfurnished,,"January 23, 2023",,,,,,,https://www.bayut.com/property/details-6785625.html
"100,000,000", Dubai, Palm Jumeirah,Six Senses Hotel,5 Beds,5 Baths,"26,500 sqft",Villa,For Sale,Bayut - 1136-Vl-S-24360,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862379.html
"4,000,000", Dubai, Nad Al Sheba,Nad Al Sheba Gardens,3 Beds,3 Baths,"3,100 sqft",Villa,For Sale,Bayut - 1136-Vl-S-24336,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6860881.html
"13,000,000", Dubai, Dubai Hills Estate,,5 Beds,7 Baths,"5,511 sqft",Villa,For Sale,Bayut - BST223854,,,"June 14, 2022",,,,,,,https://www.bayut.com/property/details-6037206.html
"895,000", Dubai, Arjan,,1 Bed,2 Baths,663 sqft,Apartment,For Sale,Bayut - 646-Ap-S-8860,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866460.html
"2,099,999", Dubai, Damac Lagoons,,4 Beds,5 Baths,"2,291 sqft",Townhouse,For Sale,Bayut - 646-Th-S-8793,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866443.html
"2,220,000", Dubai, Business Bay,,1 Bed,2 Baths,992 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-13014,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863630.html
"1,900,000", Dubai, Business Bay,,2 Beds,2 Baths,"2,090 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-13006,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863590.html
"30,000,000", Dubai, Palm Jumeirah,Six Senses Hotel,3 Beds,3 Baths,"6,500 sqft",Penthouse,For Sale,Bayut - 1136-Ph-S-24375,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863300.html
"1,700,000", Dubai, Meydan City,"Azizi Riviera 2,  Azizi Riviera",2 Beds,3 Baths,"1,017 sqft",Apartment,For Sale,Bayut - AZ_2bhk-arsh-TMD,Unfurnished,,"November 30, 2022",,,,,,,https://www.bayut.com/property/details-6600046.html
"3,300,000", Dubai, Mohammed Bin Rashid City,"Vie at the Fields,  The Fields",3 Beds,3 Baths,"2,755 sqft",Townhouse,For Sale,Bayut - 646-Th-S-8271,Unfurnished,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866205.html
"950,000", Dubai, Mirdif,,1 Bed,2 Baths,"1,100 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-13053,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6864907.html
"2,699,000", Sharjah, Sharjah Waterfront City,,4 Beds,5 Baths,"2,596 sqft",Villa,For Sale,Bayut - 1400-Vl-S-13031,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6864741.html
"800,000", Abu Dhabi, Yas Island,Perla 2,1 Bed,2 Baths,790 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-13029,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6864685.html
"530,000", Dubai, Al Warsan,Equiti Apartments,1 Bed,2 Baths,651 sqft,Apartment,For Sale,Bayut - 646-Ap-S-8749,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866407.html
"368,000", Dubai, Al Warsan,Equiti Apartments,Studio,1 Bath,355 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12896,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862414.html
"1,870,000", Sharjah, Al Tai,Robinia,3 Beds,4 Baths,"2,591 sqft",Villa,For Sale,Bayut - 2702-Vl-S-0817,Unfurnished,,"December 19, 2022",,,,,,,https://www.bayut.com/property/details-6666098.html
"585,999", Dubai, Jumeirah Village Circle (JVC),Mayas Geneva,Studio,1 Bath,484 sqft,Apartment,For Sale,Bayut - 1788-Ap-S-2116,,,"February 12, 2023",,,,,,,https://www.bayut.com/property/details-6856193.html
"2,900,000", Dubai, Wasl Gate,,3 Beds,4 Baths,"2,510 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12900,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862415.html
"2,000,000", Sharjah,Sharjah Sustainable City,,4 Beds,5 Baths,"2,882 sqft",Villa,For Sale,Bayut - 2702-Vl-S-0970,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6869737.html
"749,000", Dubai, Motor City,,1 Bed,2 Baths,799 sqft,Apartment,For Sale,Bayut - 646-Ap-S-8911,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866481.html
"2,400,000", Sharjah, Al Khan,Crystal Residences,3 Beds,4 Baths,"2,200 sqft",Townhouse,For Sale,Bayut - 1400-Th-S-13057,Unfurnished,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6867655.html
"828,776", Dubai,Jumeirah Village Circle (JVC),,1 Bed,2 Baths,798 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12932,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862022.html
"2,100,000", Sharjah,Sharjah Garden City,,3 Beds,5 Baths,"4,048 sqft",Villa,For Sale,Bayut - R111,Unfurnished,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6868551.html
"620,000", Dubai, Jumeirah Village Circle (JVC),Elitz by Danube,Studio,1 Bath,438 sqft,Apartment,For Sale,Bayut - 646-Ap-S-8705,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866386.html
"1,413,154", Abu Dhabi, Yas Island,,3 Beds,4 Baths,"1,299 sqft",Apartment,For Sale,Bayut - 839-Ap-S-1716,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6865048.html
"1,750,000", Sharjah, Barashi,Arim,3 Beds,5 Baths,"2,150 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12927,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862336.html
"21,500,000", Dubai, Mohammed Bin Rashid City,District One Villas,6 Beds,7 Baths,"12,934 sqft",Villa,For Sale,Bayut - phoenixhomes-3826611,Unfurnished,,"February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857881.html
"1,715,000", Sharjah, Muwaileh,,3 Beds,4 Baths,"2,100 sqft",Villa,For Sale,Bayut - 2235-Vl-S-0752,Furnished,,"February 13, 2023",,,,,,,https://www.bayut.com/property/details-6858179.html
"3,950,000", Dubai, Downtown Dubai,"Act Two,  Act One | Act Two towers",3 Beds,4 Baths,"1,507 sqft",Apartment,For Sale,Bayut - 177-Ap-S-1540,Unfurnished,,"October 24, 2021",,,,,,,https://www.bayut.com/property/details-5472061.html
"894,999", Dubai, Arjan,,1 Bed,2 Baths,750 sqft,Apartment,For Sale,Bayut - 646-Ap-S-8824,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866522.html
"1,900,000", Dubai, Mohammed Bin Rashid City,Creek Vistas Reserve,2 Beds,2 Baths,943 sqft,Apartment,For Sale,Bayut - 4491-Ap-S-0067,,,"February 13, 2023",,,,,,,https://www.bayut.com/property/details-6857522.html
"345,000", Dubai, Dubai Residence Complex,,Studio,1 Bath,350 sqft,Apartment,For Sale,Bayut - 2494-Ap-S-2634,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6867899.html
"1,900,000", Dubai, Damac Lagoons,,4 Beds,5 Baths,"2,300 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12949,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863727.html
"6,800,000", Sharjah, Sharjah Waterfront City,,7 Beds,8 Baths,"5,120 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12948,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862356.html
"1,930,000", Dubai, Jumeirah Village Circle (JVC),Levanto By Oro24,2 Beds,3 Baths,"1,610 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-12937,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862425.html
"6,000,000", Ras Al Khaimah, Mina Al Arab,,4 Beds,5 Baths,"4,014 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12972,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863529.html
"5,900,000", Ras Al Khaimah, Al Hamra Village,,4 Beds,5 Baths,"4,878 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12914,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862420.html
"3,050,000", Dubai, Downtown Dubai,,2 Beds,3 Baths,"1,520 sqft",Apartment,For Sale,Bayut - 646-Ap-S-8847,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866454.html
"1,830,000", Dubai, Jumeirah Village Circle (JVC),Maimoon Gardens,3 Beds,4 Baths,"1,520 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-13018,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863656.html
"1,000,000", Dubai, Jumeirah Village Circle (JVC),Neva Residences,2 Beds,3 Baths,750 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-13007,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863627.html
"450,000", Dubai, Dubai Residence Complex,,Studio,1 Bath,509 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12981,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863540.html
"4,100,000", Sharjah, Al Tai,Azalea,4 Beds,6 Baths,"5,500 sqft",Villa,For Sale,Bayut - 10455-CAIp6m,Furnished,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6868366.html
"1,780,000", Dubai, Arjan,,3 Beds,3 Baths,"1,696 sqft",Apartment,For Sale,Bayut - 108-Ap-S-12626,Unfurnished,,"February 1, 2023",,,,,,,https://www.bayut.com/property/details-6815087.html
"1,250,000", Dubai, Business Bay,,1 Bed,2 Baths,873 sqft,Apartment,For Sale,Bayut - mna-3843285,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6869103.html
"829,999", Dubai, Al Furjan,,1 Bed,2 Baths,749 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12931,Furnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863725.html
"1,550,000", Sharjah,Sharjah Sustainable City,,3 Beds,4 Baths,"2,100 sqft",Townhouse,For Sale,Bayut - 1400-Th-S-12955,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862371.html
"350,000", Dubai, Dubai Investment Park (DIP),,Studio,1 Bath,365 sqft,Apartment,For Sale,Bayut - 1400-Ap-S-12928,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862250.html
"1,889,990", Sharjah, Barashi,Arim,4 Beds,6 Baths,"2,690 sqft",Villa,For Sale,Bayut - 1400-Vl-S-12910,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6862328.html
"12,000,000", Dubai, Mohammed Bin Rashid City,District One Villas,5 Beds,7 Baths,"8,100 sqft",Villa,For Sale,Bayut - 1400-Vl-S-13032,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863994.html
"3,028,500", Ras Al Khaimah, Al Hamra Village,,3 Beds,4 Baths,"2,756 sqft",Villa,For Sale,Bayut - 6482-BnKdD5,Unfurnished,,"November 30, 2022",,,,,,,https://www.bayut.com/property/details-6601454.html
"475,000", Dubai, Arjan,,Studio,1 Bath,385 sqft,Apartment,For Sale,Bayut - 646-Ap-S-9074,,,"February 15, 2023",,,,,,,https://www.bayut.com/property/details-6866695.html
"1,830,000", Abu Dhabi, Yas Island,,3 Beds,4 Baths,"1,658 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-12997,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863554.html
"890,000", Dubai, Al Furjan,,2 Beds,3 Baths,"1,126 sqft",Apartment,For Sale,Bayut - 1400-Ap-S-12978,Unfurnished,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863537.html
"420,000", Dubai, Dubai Science Park,,Studio,1 Bath,480 sqft,Apartment,For Sale,Bayut - 1035-Ap-S-26833,Furnished,,"August 29, 2022",,,,,,,https://www.bayut.com/property/details-6283494.html
"3,240,000", Abu Dhabi, Yas Island,,3 Beds,4 Baths,"2,940 sqft",Townhouse,For Sale,Bayut - 1400-Th-S-12962,,,"February 14, 2023",,,,,,,https://www.bayut.com/property/details-6863241.html
"4,000,000", Dubai, Nad Al Sheba,Nad Al Sheba Gardens,3 Beds,3 Baths,"3,100 sqft",Villa,For Sale,Bayut - 1136-Vl-S-24286,,,"February 13, 2023",,,,,,,https://www.bayut.com/property/details-6858158.html
